sub_course,total_seats,class_schedule,class_length,enroll,evals_made,rcmd_class,rcmd_instr,study_hr_wk,avg_grade_exp,avg_grade_rec,department_name,capacity_utilization
ANAR 143,44.0,TuTh,80.0,36.0,7.0,85.7,85.7,4.5,3.57,3.33,Anthropological Archaeology,0.818
ANAR 146,80.0,TuTh,80.0,78.0,20.0,95.0,100.0,5.8,3.84,3.38,Anthropological Archaeology,0.975
ANAR 155,24.0,F,170.0,23.0,16.0,100.0,100.0,2.63,3.94,3.97,Anthropological Archaeology,0.958
ANAR 156,39.0,TuTh,80.0,36.0,10.0,80.0,100.0,4.3,3.7,3.81,Anthropological Archaeology,0.923
ANBI 121,40.0,TuTh,80.0,35.0,25.0,95.8,100.0,3.46,3.92,3.87,Anthropology Biological Anthropology,0.875
ANBI 140,44.0,MWF,50.0,38.0,11.0,90.9,90.9,3.95,3.3,2.41,Anthropology Biological Anthropology,0.864
ANBI 144,44.0,MWF,50.0,40.0,17.0,94.1,82.4,4.25,3.53,2.85,Anthropology Biological Anthropology,0.909
ANSC 101,36.0,TuTh,80.0,35.0,12.0,100.0,100.0,2.14,4.0,3.75,Anthro Sociocultural Anthropology,0.972
ANSC 137,30.0,MWF,50.0,27.0,14.0,92.9,92.3,5.07,3.64,3.33,Anthro Sociocultural Anthropology,0.9
ANSC 140,43.0,TuTh,80.0,38.0,3.0,100.0,100.0,5.17,3.5,3.24,Anthro Sociocultural Anthropology,0.884
ANSC 144,44.0,MWF,50.0,41.0,20.0,100.0,100.0,3.6,3.6,3.04,Anthro Sociocultural Anthropology,0.932
ANSC 147,41.0,MWF,50.0,35.0,22.0,77.3,81.8,4.86,3.5,3.69,Anthro Sociocultural Anthropology,0.854
ANSC 148,32.0,TuTh,80.0,29.0,20.0,90.0,90.0,4.4,3.45,2.79,Anthro Sociocultural Anthropology,0.906
ANTH 10,70.0,MWF,50.0,65.0,33.0,87.9,97.0,2.56,3.75,3.68,Anthropology,0.929
ANTH 103,125.0,TuTh,80.0,115.0,40.0,87.2,89.5,4.76,3.66,3.38,Anthropology,0.92
ANTH 107,30.0,MWF,50.0,27.0,11.0,100.0,100.0,5.3,3.8,3.89,Anthropology,0.9
ANTH 112,30.0,MWF,50.0,27.0,8.0,100.0,100.0,3.36,4.0,3.41,Anthropology,0.9
BENG 102,60.0,TuTh,80.0,45.0,23.0,61.9,57.1,5.64,3.95,3.65,Bioengineering,0.75
BENG 103B,120.0,TuTh,80.0,99.0,69.0,78.3,83.8,9.43,3.34,3.13,Bioengineering,0.825
BENG 112B,45.0,TuTh,80.0,45.0,32.0,87.5,93.8,5.94,3.61,3.74,Bioengineering,1.0
BENG 133,40.0,TuTh,80.0,38.0,36.0,94.3,100.0,8.61,3.21,3.57,Bioengineering,0.95
BENG 182,36.0,TuTh,80.0,22.0,13.0,91.7,100.0,9.17,3.67,3.71,Bioengineering,0.611
BENG 187D,60.0,W,50.0,42.0,22.0,90.9,90.9,7.68,3.82,3.95,Bioengineering,0.7
BENG 187D,60.0,W,50.0,41.0,18.0,88.2,88.2,5.21,3.76,3.9,Bioengineering,0.683
BENG 187D,60.0,W,50.0,60.0,27.0,100.0,100.0,5.14,3.92,3.91,Bioengineering,1.0
BENG 187D,60.0,W,50.0,42.0,22.0,90.9,90.9,7.68,3.82,3.95,Bioengineering,0.7
BENG 187D,60.0,W,50.0,41.0,18.0,88.2,88.2,5.21,3.76,3.9,Bioengineering,0.683
BENG 187D,60.0,W,50.0,60.0,27.0,100.0,100.0,5.14,3.92,3.91,Bioengineering,1.0
BENG 187D,60.0,W,50.0,42.0,22.0,90.9,90.9,7.68,3.82,3.95,Bioengineering,0.7
BENG 187D,60.0,W,50.0,41.0,18.0,88.2,88.2,5.21,3.76,3.9,Bioengineering,0.683
BENG 187D,60.0,W,50.0,60.0,27.0,100.0,100.0,5.14,3.92,3.91,Bioengineering,1.0
BICD 194,26.0,Th,80.0,23.0,8.0,85.7,85.7,1.36,4.0,4.0,Biology Genetics Cellular and Developmental,0.885
BIMM 182,60.0,TuTh,80.0,42.0,14.0,69.2,76.9,7.79,3.29,3.39,Biology Molecular Biology Microbiology,0.7
BIMM 194,27.0,Th,80.0,21.0,17.0,100.0,100.0,2.03,4.0,3.98,Biology Molecular Biology Microbiology,0.778
BIMM 194,27.0,Th,80.0,23.0,10.0,88.9,100.0,2.5,3.8,4.0,Biology Molecular Biology Microbiology,0.852
BIMM 194,27.0,Th,80.0,26.0,8.0,100.0,100.0,1.0,4.0,3.99,Biology Molecular Biology Microbiology,0.963
BIMM 194,27.0,F,80.0,21.0,17.0,100.0,100.0,2.03,4.0,3.98,Biology Molecular Biology Microbiology,0.778
BIMM 194,27.0,F,80.0,23.0,10.0,88.9,100.0,2.5,3.8,4.0,Biology Molecular Biology Microbiology,0.852
BIMM 194,27.0,F,80.0,26.0,8.0,100.0,100.0,1.0,4.0,3.99,Biology Molecular Biology Microbiology,0.963
BIMM 194,27.0,F,80.0,21.0,17.0,100.0,100.0,2.03,4.0,3.98,Biology Molecular Biology Microbiology,0.778
BIMM 194,27.0,F,80.0,23.0,10.0,88.9,100.0,2.5,3.8,4.0,Biology Molecular Biology Microbiology,0.852
BIMM 194,27.0,F,80.0,26.0,8.0,100.0,100.0,1.0,4.0,3.99,Biology Molecular Biology Microbiology,0.963
BIPN 162,30.0,MWF,50.0,25.0,7.0,57.1,83.3,6.79,3.71,3.72,Biology Animal Physiology and Neuroscience,0.833
BIPN 164,32.0,TuTh,80.0,28.0,20.0,75.0,85.0,7.76,3.42,3.03,Biology Animal Physiology and Neuroscience,0.875
BIPN 164,32.0,TuTh,80.0,28.0,20.0,75.0,95.0,7.76,3.42,3.03,Biology Animal Physiology and Neuroscience,0.875
BIPN 164,32.0,TuTh,80.0,28.0,20.0,75.0,85.0,7.76,3.42,3.03,Biology Animal Physiology and Neuroscience,0.875
BIPN 164,32.0,TuTh,80.0,28.0,20.0,75.0,95.0,7.76,3.42,3.03,Biology Animal Physiology and Neuroscience,0.875
BIPN 189,25.0,TuTh,80.0,23.0,7.0,85.7,100.0,3.64,3.43,3.46,Biology Animal Physiology and Neuroscience,0.92
BISP 170,30.0,Tu,110.0,28.0,13.0,100.0,92.3,1.58,4.0,3.79,Biology Special Studies,0.933
BISP 194,27.0,Tu,80.0,21.0,11.0,100.0,100.0,3.59,3.91,3.7,Biology Special Studies,0.778
BISP 194,27.0,W,80.0,21.0,11.0,100.0,100.0,3.59,3.91,3.7,Biology Special Studies,0.778
BISP 194,27.0,W,80.0,21.0,11.0,100.0,100.0,3.59,3.91,3.7,Biology Special Studies,0.778
BISP 194,27.0,Tu,80.0,21.0,11.0,100.0,100.0,3.59,3.91,3.7,Biology Special Studies,0.778
CAT 3,30.0,MWF,50.0,30.0,22.0,100.0,100.0,6.6,3.74,3.69,Culture Art and Technology,1.0
CENG 113,70.0,MWF,50.0,46.0,22.0,90.5,90.5,9.55,3.0,2.85,Chemical Engineering,0.657
CENG 113,70.0,MWF,50.0,46.0,22.0,90.5,90.5,9.55,3.0,2.85,Chemical Engineering,0.657
CENG 124B,75.0,MWF,50.0,75.0,62.0,96.8,98.4,7.03,3.54,3.89,Chemical Engineering,1.0
CENG 124B,75.0,MWF,50.0,62.0,51.0,100.0,100.0,6.26,3.7,3.94,Chemical Engineering,0.827
CENG 124B,75.0,MWF,50.0,75.0,62.0,96.8,98.4,7.03,3.54,3.89,Chemical Engineering,1.0
CENG 124B,75.0,MWF,50.0,62.0,51.0,100.0,100.0,6.26,3.7,3.94,Chemical Engineering,0.827
CENG 175,25.0,MWF,50.0,24.0,15.0,93.3,100.0,5.57,3.2,3.33,Chemical Engineering,0.96
CENG 176B,76.0,TuTh,80.0,76.0,50.0,95.6,95.6,8.36,3.47,3.43,Chemical Engineering,1.0
CENG 176B,76.0,TuTh,80.0,58.0,39.0,97.2,100.0,8.9,3.58,3.51,Chemical Engineering,0.763
CENG 176B,75.0,TuTh,80.0,58.0,39.0,97.2,100.0,8.9,3.58,3.51,Chemical Engineering,0.773
CGS 100B,30.0,TuTh,80.0,28.0,12.0,100.0,100.0,4.33,4.0,3.8,Critical Gender Studies,0.933
CGS 112,30.0,MWF,50.0,29.0,19.0,100.0,100.0,3.03,3.94,3.98,Critical Gender Studies,0.967
CGS 114,24.0,TuTh,80.0,22.0,5.0,100.0,100.0,4.1,3.5,3.52,Critical Gender Studies,0.917
CHEM 157,88.0,TuTh,80.0,67.0,47.0,76.6,85.1,7.39,2.8,2.79,Chemistry and Biochemistry,0.761
CHEM 173,90.0,MWF,50.0,58.0,14.0,78.6,76.9,6.93,2.85,2.93,Chemistry and Biochemistry,0.644
CHEM 174,40.0,MWF,50.0,36.0,12.0,75.0,83.3,7.33,2.92,3.01,Chemistry and Biochemistry,0.9
COGS 8,35.0,TuTh,80.0,35.0,11.0,54.5,72.7,3.41,3.7,3.21,Cognitive Science,1.0
COGS 11,145.0,TuTh,80.0,131.0,43.0,95.1,95.0,3.48,3.51,3.46,Cognitive Science,0.903
COGS 12,50.0,TuTh,80.0,47.0,17.0,76.5,76.5,2.62,3.88,3.42,Cognitive Science,0.94
COGS 121,145.0,MWF,50.0,138.0,43.0,97.4,97.4,4.92,3.92,3.84,Cognitive Science,0.952
COGS 122,60.0,TuTh,80.0,56.0,27.0,88.5,96.2,9.69,3.67,3.6,Cognitive Science,0.933
COGS 142,50.0,MWF,50.0,45.0,17.0,93.3,100.0,3.5,3.43,3.03,Cognitive Science,0.9
COGS 153,75.0,MWF,50.0,75.0,20.0,88.9,100.0,4.83,3.56,3.18,Cognitive Science,1.0
COGS 163,68.0,TuTh,80.0,57.0,17.0,93.8,81.3,4.5,3.81,3.65,Cognitive Science,0.838
COGS 178,75.0,TuTh,80.0,73.0,23.0,85.7,71.4,4.68,3.68,3.81,Cognitive Science,0.973
COGS 184,75.0,TuTh,80.0,50.0,15.0,92.9,92.9,7.21,3.5,2.87,Cognitive Science,0.667
COMM 104G,35.0,TuTh,80.0,31.0,6.0,100.0,100.0,3.83,3.25,3.11,Communication,0.886
COMM 106E,35.0,MW,80.0,32.0,12.0,100.0,100.0,5.77,3.91,3.66,Communication,0.914
COMM 106I,100.0,MWF,50.0,95.0,35.0,91.4,91.4,4.16,3.57,3.5,Communication,0.95
COMM 106V,50.0,TuTh,80.0,35.0,14.0,76.9,69.2,5.79,3.38,3.09,Communication,0.7
COMM 107,25.0,MWF,50.0,21.0,5.0,100.0,100.0,5.3,3.25,2.96,Communication,0.84
COMM 127,30.0,TuTh,80.0,25.0,16.0,93.8,93.8,3.75,3.88,3.78,Communication,0.833
COMM 143,30.0,TuTh,80.0,30.0,5.0,100.0,100.0,2.9,3.2,3.28,Communication,1.0
COMM 190,23.0,M,170.0,23.0,3.0,100.0,100.0,2.5,3.5,3.65,Communication,1.0
COMM 190,23.0,M,170.0,21.0,18.0,88.9,94.4,5.5,3.83,3.5,Communication,0.913
COMM 190,23.0,Tu,170.0,23.0,3.0,100.0,100.0,2.5,3.5,3.65,Communication,1.0
COMM 190,23.0,Tu,170.0,21.0,18.0,88.9,94.4,5.5,3.83,3.5,Communication,0.913
COMM 190,23.0,F,170.0,23.0,3.0,100.0,100.0,2.5,3.5,3.65,Communication,1.0
COMM 190,23.0,F,170.0,21.0,18.0,88.9,94.4,5.5,3.83,3.5,Communication,0.913
COMM 190,23.0,W,170.0,23.0,3.0,100.0,100.0,2.5,3.5,3.65,Communication,1.0
COMM 190,23.0,W,170.0,21.0,18.0,88.9,94.4,5.5,3.83,3.5,Communication,0.913
CSE 6R,150.0,MWF,50.0,137.0,43.0,82.9,92.7,6.3,3.32,2.81,Computer Science and Engineering,0.913
CSE 15L,50.0,W,110.0,44.0,26.0,84.6,80.0,4.27,3.96,3.75,Computer Science and Engineering,0.88
CSE 15L,50.0,W,110.0,44.0,26.0,84.6,80.0,4.27,3.96,3.75,Computer Science and Engineering,0.88
CSE 15L,50.0,W,110.0,44.0,26.0,84.6,80.0,4.27,3.96,3.75,Computer Science and Engineering,0.88
CSE 15L,50.0,W,110.0,44.0,26.0,84.6,80.0,4.27,3.96,3.75,Computer Science and Engineering,0.88
CSE 15L,50.0,W,110.0,44.0,26.0,84.6,80.0,4.27,3.96,3.75,Computer Science and Engineering,0.88
CSE 15L,50.0,W,110.0,44.0,26.0,84.6,80.0,4.27,3.96,3.75,Computer Science and Engineering,0.88
CSE 15L,50.0,W,110.0,44.0,26.0,84.6,80.0,4.27,3.96,3.75,Computer Science and Engineering,0.88
CSE 15L,45.0,W,110.0,44.0,26.0,84.6,80.0,4.27,3.96,3.75,Computer Science and Engineering,0.978
CSE 15L,46.0,MW,50.0,44.0,26.0,84.6,80.0,4.27,3.96,3.75,Computer Science and Engineering,0.957
CSE 107,146.0,TuTh,80.0,119.0,50.0,51.1,51.1,10.92,2.87,2.78,Computer Science and Engineering,0.815
CSE 112,146.0,TuTh,80.0,137.0,39.0,92.1,100.0,7.64,3.68,3.77,Computer Science and Engineering,0.938
CSE 131,60.0,TuTh,80.0,52.0,24.0,91.7,87.5,6.58,3.78,3.63,Computer Science and Engineering,0.867
CSE 132B,70.0,TuTh,80.0,61.0,16.0,93.3,85.7,9.57,3.64,3.71,Computer Science and Engineering,0.871
CSE 132C,70.0,MWF,50.0,37.0,17.0,87.5,93.3,5.5,3.8,3.38,Computer Science and Engineering,0.529
CSE 140L,196.0,M,50.0,115.0,75.0,86.7,96.0,8.01,3.74,3.57,Computer Science and Engineering,0.587
CSE 140L,196.0,M,50.0,115.0,75.0,86.7,96.0,8.01,3.74,3.57,Computer Science and Engineering,0.587
CSE 143,50.0,TuTh,80.0,25.0,6.0,60.0,80.0,10.9,2.8,3.68,Computer Science and Engineering,0.5
CSE 152B,49.0,WF,80.0,40.0,26.0,96.2,100.0,9.86,3.52,3.69,Computer Science and Engineering,0.816
CSE 166,49.0,MW,80.0,37.0,14.0,100.0,84.6,9.93,3.29,2.78,Computer Science and Engineering,0.755
CSE 175,50.0,TuTh,80.0,46.0,24.0,78.3,87.0,5.46,3.64,3.3,Computer Science and Engineering,0.92
CSE 176A,25.0,TuTh,80.0,24.0,7.0,85.7,100.0,5.93,3.83,3.73,Computer Science and Engineering,0.96
ECE 15,150.0,TuTh,80.0,100.0,29.0,69.0,88.9,9.19,3.07,2.55,Electrical and Computer Engineering,0.667
ECE 25,30.0,MW,80.0,28.0,13.0,100.0,76.9,5.58,3.77,3.09,Electrical and Computer Engineering,0.933
ECE 25,30.0,MW,80.0,28.0,13.0,100.0,76.9,5.58,3.77,3.09,Electrical and Computer Engineering,0.933
ECE 25,30.0,MW,80.0,28.0,13.0,100.0,76.9,5.58,3.77,3.09,Electrical and Computer Engineering,0.933
ECE 45,200.0,TuTh,80.0,130.0,42.0,65.0,67.5,7.62,3.08,2.61,Electrical and Computer Engineering,0.65
ECE 103,75.0,TuTh,80.0,61.0,19.0,84.2,78.9,6.82,2.95,3.12,Electrical and Computer Engineering,0.813
ECE 107,75.0,MWF,50.0,69.0,27.0,73.1,84.6,8.42,3.12,2.59,Electrical and Computer Engineering,0.92
ECE 123,60.0,TuTh,80.0,56.0,20.0,100.0,100.0,6.5,3.21,2.93,Electrical and Computer Engineering,0.933
ECE 134,50.0,TuTh,80.0,39.0,13.0,100.0,100.0,4.17,3.5,3.38,Electrical and Computer Engineering,0.78
ECE 161C,60.0,TuTh,80.0,52.0,13.0,84.6,84.6,8.35,3.69,3.58,Electrical and Computer Engineering,0.867
ECE 163,70.0,MWF,50.0,62.0,58.0,93.1,98.3,9.47,3.14,3.47,Electrical and Computer Engineering,0.886
ECE 175B,60.0,TuTh,80.0,49.0,17.0,70.6,88.2,9.79,3.18,3.27,Electrical and Computer Engineering,0.817
ECON 100A,75.0,MWF,50.0,67.0,23.0,95.0,100.0,5.1,3.21,2.68,Economics,0.893
ECON 100A,75.0,MWF,50.0,67.0,23.0,95.0,100.0,5.1,3.21,2.68,Economics,0.893
ECON 100A,75.0,MWF,50.0,67.0,23.0,95.0,100.0,5.1,3.21,2.68,Economics,0.893
ECON 100A,75.0,MWF,50.0,67.0,23.0,95.0,100.0,5.1,3.21,2.68,Economics,0.893
ECON 103,175.0,TuTh,80.0,126.0,27.0,92.3,92.3,7.5,3.48,2.69,Economics,0.72
ECON 109,75.0,TuTh,80.0,65.0,47.0,89.1,84.8,6.37,3.33,2.88,Economics,0.867
ECON 109,75.0,TuTh,80.0,68.0,39.0,91.9,91.9,5.22,3.13,2.56,Economics,0.907
ECON 109,75.0,TuTh,80.0,65.0,47.0,89.1,84.8,6.37,3.33,2.88,Economics,0.867
ECON 109,75.0,TuTh,80.0,68.0,39.0,91.9,91.9,5.22,3.13,2.56,Economics,0.907
ECON 110B,75.0,MWF,50.0,58.0,20.0,95.0,95.0,5.45,3.42,2.83,Economics,0.773
ECON 110B,75.0,MWF,50.0,59.0,24.0,100.0,91.3,5.89,3.48,2.82,Economics,0.787
ECON 110B,71.0,MWF,50.0,58.0,20.0,95.0,95.0,5.45,3.42,2.83,Economics,0.817
ECON 110B,71.0,MWF,50.0,59.0,24.0,100.0,91.3,5.89,3.48,2.82,Economics,0.831
ECON 111,60.0,TuTh,80.0,56.0,17.0,100.0,100.0,5.13,3.53,2.96,Economics,0.933
ECON 125,75.0,TuTh,80.0,43.0,12.0,72.7,81.8,2.83,3.17,2.66,Economics,0.573
ECON 129,50.0,MWF,50.0,49.0,13.0,100.0,100.0,4.5,3.69,2.89,Economics,0.98
ECON 129,50.0,MWF,50.0,50.0,16.0,93.3,93.3,4.77,3.2,2.84,Economics,1.0
ECON 129,50.0,MWF,50.0,49.0,13.0,100.0,100.0,4.5,3.69,2.89,Economics,0.98
ECON 129,50.0,MWF,50.0,50.0,16.0,93.3,93.3,4.77,3.2,2.84,Economics,1.0
ECON 136,75.0,TuTh,80.0,63.0,26.0,96.2,92.3,4.65,3.08,2.75,Economics,0.84
ECON 136,75.0,TuTh,80.0,61.0,24.0,95.8,100.0,4.75,3.27,2.81,Economics,0.813
ECON 136,75.0,TuTh,80.0,63.0,26.0,96.2,92.3,4.65,3.08,2.75,Economics,0.84
ECON 136,75.0,TuTh,80.0,61.0,24.0,95.8,100.0,4.75,3.27,2.81,Economics,0.813
ECON 138,40.0,TuTh,80.0,40.0,34.0,100.0,100.0,4.26,3.36,2.93,Economics,1.0
ECON 152,48.0,Tu,170.0,47.0,17.0,94.1,100.0,3.91,3.41,3.07,Economics,0.979
ECON 152,48.0,Tu,170.0,44.0,20.0,100.0,100.0,4.7,3.53,3.31,Economics,0.917
ECON 152,50.0,W,170.0,47.0,17.0,94.1,100.0,3.91,3.41,3.07,Economics,0.94
ECON 152,50.0,W,170.0,44.0,20.0,100.0,100.0,4.7,3.53,3.31,Economics,0.88
ECON 172B,75.0,MWF,50.0,61.0,10.0,100.0,87.5,8.28,3.33,2.87,Economics,0.813
ECON 174,75.0,MWF,50.0,60.0,10.0,100.0,90.0,4.5,3.67,2.89,Economics,0.8
EDS 112,60.0,TuTh,80.0,56.0,47.0,97.8,100.0,4.72,3.86,3.58,Education Studies,0.933
EDS 113,60.0,W,170.0,54.0,16.0,93.3,93.3,3.03,3.86,3.71,Education Studies,0.9
EDS 115,64.0,TuTh,80.0,62.0,23.0,100.0,100.0,3.83,3.95,3.86,Education Studies,0.969
EDS 116,40.0,TuTh,80.0,39.0,10.0,100.0,100.0,2.5,4.0,3.92,Education Studies,0.975
EDS 118,60.0,TuTh,80.0,58.0,52.0,100.0,100.0,3.92,3.82,3.63,Education Studies,0.967
EDS 125,60.0,M,170.0,55.0,16.0,87.5,93.8,5.38,3.88,3.81,Education Studies,0.917
EDS 128B,50.0,Tu,110.0,44.0,8.0,100.0,100.0,4.0,3.88,3.79,Education Studies,0.88
EDS 129C,60.0,M,110.0,43.0,26.0,100.0,100.0,4.58,3.84,3.98,Education Studies,0.717
EDS 141,28.0,Tu,170.0,25.0,6.0,100.0,100.0,7.7,4.0,3.8,Education Studies,0.893
EDS 145,30.0,W,110.0,22.0,8.0,100.0,100.0,8.0,3.75,3.96,Education Studies,0.733
ENG 10,30.0,Tu,120.0,25.0,20.0,100.0,100.0,4.0,3.53,3.22,Engineering,0.833
ENG 100D,50.0,Th,170.0,44.0,18.0,55.6,61.1,5.17,3.75,3.71,Engineering,0.88
ENG 100D,50.0,TuTh,80.0,44.0,18.0,55.6,61.1,5.17,3.75,3.71,Engineering,0.88
ENVR 102,25.0,TuTh,80.0,24.0,11.0,70.0,90.0,3.1,3.44,3.67,Environmental Studies,0.96
ENVR 102,25.0,W,170.0,24.0,11.0,70.0,90.0,3.1,3.44,3.67,Environmental Studies,0.96
ETHN 102,44.0,TuTh,80.0,39.0,8.0,87.5,87.5,4.25,3.75,3.71,Ethnic Studies,0.886
ETHN 103,44.0,TuTh,80.0,40.0,10.0,100.0,100.0,3.1,3.7,3.98,Ethnic Studies,0.909
ETHN 113A,35.0,TuTh,80.0,22.0,5.0,100.0,100.0,4.5,4.0,3.67,Ethnic Studies,0.629
ETHN 123,37.0,MWF,50.0,35.0,14.0,100.0,92.9,3.21,3.62,3.59,Ethnic Studies,0.946
ETHN 127,30.0,MWF,50.0,29.0,14.0,100.0,100.0,5.42,3.85,3.72,Ethnic Studies,0.967
ETHN 128,39.0,MWF,50.0,38.0,12.0,100.0,100.0,3.3,3.9,3.67,Ethnic Studies,0.974
ETHN 142,30.0,MWF,50.0,25.0,9.0,100.0,100.0,4.06,4.0,3.87,Ethnic Studies,0.833
ETHN 143,30.0,MWF,50.0,29.0,8.0,100.0,100.0,2.79,3.5,3.85,Ethnic Studies,0.967
ETHN 155,45.0,TuTh,80.0,44.0,9.0,100.0,100.0,4.0,3.38,3.23,Ethnic Studies,0.978
ETHN 163E,40.0,MWF,50.0,23.0,6.0,83.3,83.3,3.83,3.83,3.92,Ethnic Studies,0.575
ETHN 182,63.0,TuTh,80.0,57.0,13.0,83.3,100.0,4.17,3.42,3.75,Ethnic Studies,0.905
HIAF 113,80.0,TuTh,80.0,76.0,21.0,100.0,100.0,3.1,3.72,3.59,History of Africa,0.95
HIAF 123,50.0,MWF,50.0,47.0,14.0,100.0,100.0,3.88,3.75,3.63,History of Africa,0.94
HIEA 115,100.0,TuTh,80.0,97.0,30.0,93.1,96.6,3.69,3.88,3.78,History of East Asia,0.97
HIEA 124,50.0,MWF,50.0,44.0,31.0,93.5,96.8,6.05,3.29,2.76,History of East Asia,0.88
HIEA 140R,30.0,TuTh,80.0,24.0,9.0,57.1,57.1,8.21,3.4,3.23,History of East Asia,0.8
HIEA 144,35.0,TuTh,80.0,30.0,10.0,70.0,80.0,4.3,3.22,3.13,History of East Asia,0.857
HIEA 153,50.0,MW,80.0,47.0,14.0,85.7,100.0,6.64,3.29,3.07,History of East Asia,0.94
HIEU 114,75.0,TuTh,80.0,69.0,20.0,90.0,100.0,4.0,3.85,3.72,History of Europe,0.92
HIEU 150,68.0,MWF,50.0,55.0,44.0,86.0,95.3,5.23,3.26,2.92,History of Europe,0.809
HINE 120,50.0,MWF,50.0,44.0,19.0,94.4,94.4,2.39,3.59,3.58,History of the Near East,0.88
HINE 145,80.0,TuTh,80.0,75.0,17.0,76.5,88.2,4.85,3.5,3.2,History of the Near East,0.938
HISC 108,80.0,TuTh,80.0,77.0,24.0,95.7,100.0,3.93,3.38,3.31,History of Science,0.962
HISC 119,30.0,TuTh,80.0,26.0,8.0,100.0,100.0,5.17,4.0,3.81,History of Science,0.867
HITO 133,56.0,TuTh,80.0,51.0,41.0,97.6,97.6,4.7,3.43,3.38,History Topics,0.911
HIUS 131,56.0,TuTh,80.0,55.0,19.0,94.7,94.4,3.24,3.37,3.42,History of the United States,0.982
HIUS 133,146.0,MWF,50.0,128.0,57.0,85.2,90.7,4.42,3.25,3.18,History of the United States,0.877
HIUS 144,50.0,MWF,50.0,50.0,23.0,100.0,100.0,3.59,4.0,3.84,History of the United States,1.0
HIUS 144,50.0,MWF,50.0,28.0,6.0,100.0,100.0,3.17,3.67,2.96,History of the United States,0.56
HIUS 144,60.0,MWF,50.0,50.0,23.0,100.0,100.0,3.59,4.0,3.84,History of the United States,0.833
HIUS 144,50.0,MWF,50.0,50.0,23.0,100.0,100.0,3.59,4.0,3.84,History of the United States,1.0
HIUS 144,50.0,MWF,50.0,28.0,6.0,100.0,100.0,3.17,3.67,2.96,History of the United States,0.56
HIUS 149,50.0,MWF,50.0,48.0,14.0,100.0,92.9,4.64,3.64,3.32,History of the United States,0.96
HIUS 156,60.0,TuTh,80.0,59.0,17.0,100.0,100.0,3.79,3.69,3.25,History of the United States,0.983
JAPN 135C,30.0,TuTh,80.0,27.0,16.0,93.8,100.0,5.63,3.88,3.83,Japanese Studies,0.9
LATI 180,37.0,TuTh,80.0,34.0,10.0,90.0,100.0,3.9,3.6,3.45,Latin American Studies,0.919
LIGN 6,75.0,MWF,50.0,65.0,24.0,95.7,100.0,3.72,3.64,3.65,Linguistics General,0.867
LIGN 148,44.0,TuTh,80.0,38.0,15.0,78.6,92.3,3.21,3.07,2.9,Linguistics General,0.864
LIGN 165,70.0,TuTh,80.0,67.0,24.0,83.3,91.7,5.0,3.41,3.16,Linguistics General,0.957
LIGN 176,70.0,MWF,50.0,59.0,21.0,85.0,95.0,3.83,3.59,3.75,Linguistics General,0.843
LIGN 181,60.0,TuTh,80.0,40.0,25.0,92.0,88.0,5.75,3.32,2.82,Linguistics General,0.667
LIHL 117P,32.0,TuTh,80.0,25.0,15.0,100.0,100.0,3.3,4.0,3.86,Linguistics Heritage Languages,0.781
LIHL 118,34.0,TuTh,80.0,27.0,26.0,100.0,96.2,4.04,3.67,3.66,Linguistics Heritage Languages,0.794
LIHL 119P,32.0,TuTh,80.0,27.0,8.0,85.7,42.9,2.5,3.67,3.23,Linguistics Heritage Languages,0.844
LTAM 111,50.0,TuTh,80.0,49.0,38.0,97.4,97.3,5.5,3.37,3.49,Literature of the Americas,0.98
LTCS 52,40.0,TuTh,80.0,38.0,15.0,93.3,100.0,3.03,4.0,3.68,Literature Cultural Studies,0.95
LTCS 130,40.0,TuTh,80.0,40.0,15.0,100.0,100.0,4.5,3.8,3.93,Literature Cultural Studies,1.0
LTEA 110A,80.0,TuTh,80.0,76.0,26.0,95.8,95.8,5.14,3.95,3.74,Literatures East Asian,0.95
LTEA 141,40.0,MWF,50.0,35.0,10.0,100.0,100.0,4.5,3.78,3.78,Literatures East Asian,0.875
LTEN 112,40.0,TuTh,80.0,39.0,9.0,100.0,100.0,6.5,3.33,3.04,Literatures in English,0.975
LTEN 142,32.0,MWF,50.0,30.0,11.0,72.7,72.7,7.95,3.1,3.44,Literatures in English,0.938
LTEN 144,26.0,TuTh,80.0,20.0,7.0,83.3,100.0,5.36,3.8,3.57,Literatures in English,0.769
LTEN 148,40.0,MWF,50.0,39.0,13.0,92.3,100.0,4.35,3.92,3.77,Literatures in English,0.975
LTEN 149,32.0,MWF,50.0,30.0,7.0,100.0,85.7,4.79,3.86,3.88,Literatures in English,0.938
LTEN 185,30.0,MW,80.0,24.0,6.0,100.0,100.0,5.5,3.0,3.33,Literatures in English,0.8
LTEU 140,40.0,MWF,50.0,37.0,13.0,91.7,100.0,7.33,4.0,4.0,Literature European and Eurasian,0.925
LTEU 141,40.0,M,170.0,38.0,35.0,94.3,97.1,5.64,3.59,3.74,Literature European and Eurasian,0.95
LTKO 1C,28.0,MWF,50.0,28.0,14.0,100.0,100.0,4.19,3.7,3.32,Literature Korean,1.0
LTKO 1C,28.0,MWF,50.0,28.0,12.0,100.0,100.0,5.0,3.64,3.73,Literature Korean,1.0
LTKO 1C,28.0,MWF,50.0,27.0,9.0,100.0,100.0,4.5,3.63,3.66,Literature Korean,0.964
